2024-05-14 12:03:38,357 INFO    StreamThr :3849224 [internal.py:wandb_internal():86] W&B internal server running at pid: 3849224, started at: 2024-05-14 12:03:38.357196
2024-05-14 12:03:38,971 DEBUG   HandlerThread:3849224 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-27-generic-x86_64-with-glibc2.35', 'python': '3.11.0rc1', 'heartbeatAt': '2024-05-14T12:03:38.970851', 'startedAt': '2024-05-14T12:03:38.352946', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/pedro/PINN/jaxpi/examples/geomII/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'host': '8b460e7a0fb5', 'username': 'root', 'executable': '/bin/python3.11', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 1765.66034375, 'min': 800.0, 'max': 4937.5}, 'cpu_freq_per_core': [{'current': 1493.67, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1488.318, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1494.158, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1495.464, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1477.056, 'min': 800.0, 'max': 5800.0}, {'current': 1403.446, 'min': 800.0, 'max': 5800.0}, {'current': 1490.04, 'min': 800.0, 'max': 5800.0}, {'current': 1475.445, 'min': 800.0, 'max': 5800.0}, {'current': 1491.775, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 2769.727, 'min': 800.0, 'max': 5500.0}, {'current': 1471.055, 'min': 800.0, 'max': 5500.0}, {'current': 1330.95, 'min': 800.0, 'max': 4300.0}, {'current': 1333.333, 'min': 800.0, 'max': 4300.0}, {'current': 1870.569, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 2856.021, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 2806.25, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}], 'disk': {'/': {'total': 365.6147689819336, 'used': 117.74713516235352}}, 'memory': {'total': 125.61078643798828}}
2024-05-14 12:03:38,971 INFO    HandlerThread:3849224 [system_monitor.py:probe():224] Finished collecting system info
2024-05-14 12:03:38,971 INFO    HandlerThread:3849224 [system_monitor.py:probe():227] Publishing system info
2024-05-14 12:03:38,972 INFO    HandlerThread:3849224 [system_monitor.py:probe():229] Finished publishing system info
2024-05-14 12:03:38,976 DEBUG   SenderThread:3849224 [sender.py:send():379] send: files
2024-05-14 12:03:38,977 INFO    SenderThread:3849224 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-14 12:03:39,090 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: python_packages
2024-05-14 12:03:39,090 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: python_packages
2024-05-14 12:03:39,091 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:03:39,091 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:03:39,093 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:03:39,387 DEBUG   SenderThread:3849224 [sender.py:send():379] send: telemetry
2024-05-14 12:03:39,784 INFO    wandb-upload_0:3849224 [upload_job.py:push():131] Uploaded file /tmp/tmptni36rspwandb/znfbtppa-wandb-metadata.json
2024-05-14 12:03:39,855 INFO    Thread-17 :3849224 [dir_watcher.py:_on_file_created():271] file/dir created: /home/pedro/PINN/jaxpi/examples/geomII/wandb/run-20240514_120338-0rvb28kp/files/wandb-metadata.json
2024-05-14 12:03:39,856 INFO    Thread-17 :3849224 [dir_watcher.py:_on_file_created():271] file/dir created: /home/pedro/PINN/jaxpi/examples/geomII/wandb/run-20240514_120338-0rvb28kp/files/requirements.txt
2024-05-14 12:03:43,388 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:03:48,390 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:03:53,391 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:03:54,093 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:03:54,094 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:03:54,134 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:03:59,374 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:04,376 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:09,092 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:04:09,093 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:04:09,134 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:04:10,305 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:10,867 INFO    Thread-17 :3849224 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/pedro/PINN/jaxpi/examples/geomII/wandb/run-20240514_120338-0rvb28kp/files/config.yaml
2024-05-14 12:04:15,486 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:20,488 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:24,092 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:04:24,094 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:04:24,134 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:04:26,336 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:31,337 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:36,339 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:38,954 DEBUG   SystemMonitor:3849224 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-14 12:04:38,959 DEBUG   SenderThread:3849224 [sender.py:send():379] send: stats
2024-05-14 12:04:39,093 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:04:39,094 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:04:39,134 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:04:41,373 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:46,375 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:51,377 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:04:54,093 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:04:54,094 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:04:54,138 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:04:57,322 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:02,324 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:07,325 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:08,961 DEBUG   SenderThread:3849224 [sender.py:send():379] send: stats
2024-05-14 12:05:09,093 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:05:09,094 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:05:09,134 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:05:13,315 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:18,317 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:23,318 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:24,093 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:05:24,095 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:05:24,138 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:05:29,299 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:34,301 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:38,963 DEBUG   SenderThread:3849224 [sender.py:send():379] send: stats
2024-05-14 12:05:39,094 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: stop_status
2024-05-14 12:05:39,095 DEBUG   SenderThread:3849224 [sender.py:send_request():406] send_request: stop_status
2024-05-14 12:05:39,138 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-14 12:05:40,284 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:45,285 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
2024-05-14 12:05:50,287 DEBUG   HandlerThread:3849224 [handler.py:handle_request():146] handle_request: status_report
